,software,count,rand_urls,MAIN,QA,QA_retrieval,preprint,software_paper,confidence,programming_language,repository_platform,discuss_in_paper,annotator,comments
128,AiCure,1,https://www.sciencedirect.com/science/article/pii/S1359644620304256?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/33099022/;https://api.elsevier.com/content/article/pii/S1359644620304256;https://doi.org/10.1016/j.drudis.2020.10.010,PUB,NA,Y,,,Y,,,,_ALL,Company that produces an unnamed mobile software
129,RemyCC,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7302268/,NAM,NA,Y,,,Y,,,,_ALL,A class of congestion control algorithms
130,MolDx,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7267794/,URL,NA,Y,,,Y,,,,_ALL,Molecular Diagnostic Program - test coverage and reimbursement evaluation
131,ClonFor,1,https://www.ncbi.nlm.nih.gov/pubmed/25681753/;https://doi.org/10.1016/j.mcp.2015.02.001;https://api.elsevier.com/content/article/pii/S089085081500016X;https://www.sciencedirect.com/science/article/pii/S089085081500016X,NAM,NA,N,,,Y,,,,_ALL,"""Parecho_50NTR_ClonFor"" - a probe"
132,pLingeling,19,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7197060/,PRO,SP,Y,N,N,Y,c,https://github.com/arminbiere/lingeling,,_ALL,
133,CAQE,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7363222/,PUB,SN,Y,N,N,Y,,,,_ALL,
134,Motel One,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7736673/,NAM,NA,Y,,,Y,,,,_ALL,A hotel chain
135,Sketch Engine COVID -Sinequa COVID - 19 Intelligent Search Search Search,1,https://arxiv.org/pdf/2007.12731v1.pdf,NAM,SN,N,Y,N,Y,,,,_ALL,""" Sketch Engine COVID-19, Sinequa COVID-19 Intelligent Search,"" (note comma instead of hyphen), two different COVID-19 related search engines"
136,COVIDnet,6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7486976/,PUB,SN,N,N,N,Y,,,,_ALL,"""COVIDNet-CXR"""
137,scDeepCluster,1,https://api.elsevier.com/content/article/pii/S1359644620304153;https://www.ncbi.nlm.nih.gov/pubmed/33059075/;https://www.sciencedirect.com/science/article/pii/S1359644620304153;https://doi.org/10.1016/j.drudis.2020.10.002,PUB,SN,Y,N,N,Y,python,https://github.com/ttgump/scDeepCluster,,_ALL,
138,Cedars100,1,http://medrxiv.org/cgi/content/short/2020.04.19.20070995v1?rss=1;https://www.ncbi.nlm.nih.gov/pubmed/32511625/;https://doi.org/10.1101/2020.04.19.20070995,PRO,NA,Y,,,Y,,,,_ALL,An unpublished dataset
139,Cipro,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7120073/,NAM,NA,Y,,,Y,,,,_ALL,"Probably an acronym for Ciprofloxacin, used in quoted direct speech"
140,SLIC,1,https://www.ncbi.nlm.nih.gov/pubmed/32837245/;https://doi.org/10.1007/s11063-020-10330-8,PUB,NA,Y,,,Y,,,,_ALL,simple linear iterative clustering algorithm for computer vision
141,TACTIC,14,https://doi.org/10.1186/s13063-020-04535-4;https://www.ncbi.nlm.nih.gov/pubmed/32641154/,NAM,NA,N,,,Y,,,,_ALL,"A clinical trial, ""TACTIC-R"""
142,KINETIC,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2290050/,PUB,SN,Y,N,N,Y,,,,_ALL,Cites as review paper from 1985
143,Sina Microblog,22,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7666167/,NAM,SN,Y,N,N,Y,,,,_ALL,"Sina Weibo, a Chinese microblogging platform"
144,COordinar,1,https://api.elsevier.com/content/article/pii/S0213485320300736;https://www.sciencedirect.com/science/article/pii/S0213485320300736?v=s5;https://www.ncbi.nlm.nih.gov/pubmed/32364127/;https://doi.org/10.1016/j.nrl.2020.04.008,NAM,NA,Y,,,Y,,,,_ALL,"Part of a backronym for stroke management recommendations, ""CORONA (COordinar, Reconocer, Organizar, Neuroimagen, Alta)."""
145,ArcToolbox,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5127488/,PUB,SN,Y,N,N,Y,,,,_ALL,"The actual referenced software is an ""ArcToolbox geoprocessing tool"", i.e., a custom plugin for ArcGIS"
146,GRAMMAS,1,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7167033/,NAM,SN,Y,N,N,Y,r,,,_ALL,Part of the GenABEL R Package
147,QNN,2,https://arxiv.org/pdf/2011.07145v1.pdf,NAM,NA,Y,,,Y,,,,_ALL,"Quantum Neural Network, a type of NN"
148,SLiMDisc,1,https://www.ncbi.nlm.nih.gov/pubmed/31427097/;https://api.elsevier.com/content/article/pii/S0167779919301738;https://www.sciencedirect.com/science/article/pii/S0167779919301738;https://doi.org/10.1016/j.tibtech.2019.07.004,PUB,SN,Y,N,N,Y,,,,_ALL,
149,AUTO3DEMSPARX,1,https://api.elsevier.com/content/article/pii/B978012374920800120X;https://www.sciencedirect.com/science/article/pii/B978012374920800120X,PUB,SN,N,N,N,Y,,,,_ALL,"AUTO3DEM, SPARX, two different tools, but both cited as PUB, SN"
